method,membership,doc_id,score
loss,member,https://www.kiss104fm.com/news/national/warriors-wnba/CYEK4NRRKM4PMGBIK2LHCAFKHU/,0.08633850706226631
loss,member,https://www.upstreamonline.com/field-development/huge-cable-laying-vessel-poised-to-kick-off-work-on-landmark-3-8-billion-adnoc-project/2-1-1590384,2.486460500091087
loss,member,https://www.zacks.com/stock/news/2217964/whirlpool-whr-q4-earnings-beat-sales-increase-yy,1.1931253714527157
loss,member,https://www.theglobeandmail.com/world/article-british-nurse-lucy-letby-refused-permission-to-appeal-conviction/,1.0130052878029983
loss,member,https://www.zacks.com/stock/news/2218036/qualys-qlys-vmdr-to-enhance-orange-cyberdefenses-solution,1.5778969593836738
loss,member,https://www.zacks.com/stock/news/2217542/graco-inc-ggg-q4-earnings-how-key-metrics-compare-to-wall-street-estimates,0.5199904184083681
loss,member,https://www.zacks.com/stock/news/2216903/5-stocks-to-buy-on-steady-rise-in-personal-spending-income,1.3083650902411221
loss,member,https://www.zacks.com/stock/news/2217999/chipotle-mexican-grill-cmg-earnings-expected-to-grow-should-you-buy?,0.15660111456984127
loss,member,https://www.zacks.com/stock/news/2217161/why-beacon-roofing-supply-becn-is-a-top-value-stock-for-the-long-term,0.14759850072431135
loss,member,https://www.iflscience.com/meet-alvin-the-worlds-only-living-albino-giant-anteater-72691,2.251908174732275
loss,member,https://www.zacks.com/stock/news/2216964/griffon-gff-to-report-q1-earnings-is-a-beat-in-store?,0.9875453622689997
loss,member,https://www.chicagotribune.com/suburbs/naperville-sun/ct-nvs-naperville-bar-louie-new-location-st-0131-20240130-6pomu3uet5f3jf3os3vj6jm6ke-story.html,1.8938872348303082
loss,member,https://www.zacks.com/stock/news/2216901/5-relative-price-strength-stocks-compelling-enough-to-buy,1.0223884582519531
loss,member,https://www.zacks.com/stock/news/2217042/unveiling-dolby-laboratories-dlb-q1-outlook-wall-street-estimates-for-key-metrics,0.46165256654685327
loss,member,https://www.zacks.com/stock/news/2218236/zacks-jan-2024-cio-survey-at-a-glance,0.5519567322962492
loss,member,https://www.zacks.com/stock/news/2217121/new-to-investing-this-1-consumer-discretionary-stock-could-be-the-perfect-starting-point?-this-1-consumer-discretionary-stock-could-be-the-perfect-starting-point,0.9545630824119004
loss,member,https://www.royalsreview.com/2024/1/30/24054839/royals-base-running-aggression-in-2023,2.3672716057016734
loss,member,https://www.straitstimes.com/opinion/are-family-friendly-policies-no-longer-enough,2.4576237272109664
loss,member,https://www.chicagotribune.com/business/elon-musk-tesla-20240130-xib3jrz6kzhr7jtfwxo76ueloe-story.html,0.25031443575879075
loss,member,https://www.gamedeveloper.com/business/extremely-ok-games-celeste-reimagined-as-free-3d-plaformer,2.145356844371395
loss,member,https://www.zacks.com/stock/news/2217439/cleveland-cliffs-clf-reports-q4-loss-misses-revenue-estimates,0.20856362929014208
loss,member,https://www.zacks.com/stock/news/2216976/here-is-what-to-know-beyond-why-unitedhealth-group-incorporated-unh-is-a-trending-stock,0.5640376331325961
loss,member,https://www.zacks.com/stock/news/2218016/gilead-sciences-gild-earnings-expected-to-grow-should-you-buy?,0.10943807767866177
loss,member,https://www.vgchartz.com/article/459776/ufouria-the-saga-2-releases-march-1-for-ps5-xbox-series-xs-switch-and-pc/,2.332980429840088
loss,member,https://www.kiss104fm.com/news/national/luka-doncic-is-mavs/YPEJ5XBRF67PLEDBEDFDJJY2QU/,0.05605016330094605
loss,member,https://www.kiss104fm.com/news/national/tom-brady-greg-olsen/DWYNHGBOJVKEMP6LSKMAJLTJ3Q/,0.0872626016342562
loss,member,https://www.zacks.com/stock/news/2217286/cleveland-cliffs-clf-successfully-tests-hydrogen-blast-furnace,1.2458596604254157
loss,member,https://astanatimes.com/2024/01/new-ideas-for-congress-of-leaders-of-world-and-traditional-religions/,2.2885934690328744
loss,member,https://www.hellomagazine.com/healthandbeauty/mother-and-baby/512369/phil-collins-73rd-birthday-lily-collins-heartfelt-tribute-rare-photo/,1.8308568124808322
loss,member,https://www.zacks.com/stock/news/2217928/why-philip-morris-pm-is-a-top-value-stock-for-the-long-term,0.2842294687805452
loss,member,https://www.forex.com/en-ca/news-and-analysis/euro-to-us-dollar-analysis-eurusd-rebounds-as-focus-shifts-towards-fomc/,1.320159395997072
loss,member,https://www.silverandblackpride.com/2024/1/30/24044705/raiders-coaching-hire-antonio-pierce,2.142307424769155
loss,member,https://www.cuindependent.com/2024/01/29/boulder-activists-advocate-for-abortion-access-for-college-students/,2.2081521225190137
loss,member,https://www.producthunt.com/posts/ai-figma-to-code-by-anima,2.8705098333728953
loss,member,https://www.forex.com/ie/news-and-analysis/nzd-usd-hawkish-rbnz-not-willing-to-join-the-pivot-party-just-yet/,1.0393226543335854
loss,member,https://www.zacks.com/stock/news/2217791/how-to-find-strong-buy-computer-and-technology-stocks-using-the-zacks-rank,0.7166774114612602
loss,member,https://www.zacks.com/stock/news/2217940/alexandrias-are-q4-affo-misses-estimates-24-view-issued,1.1879517528490473
loss,member,https://www.zacks.com/stock/news/2217051/ball-ball-q4-earnings-preview-what-you-should-know-beyond-the-headline-estimates,0.4549050448088763
loss,member,https://www.tv20detroit.com/news/secretary-of-state-benson-wants-drivers-education-to-return-to-schools,1.5066544819325909
loss,member,https://www.kiss104fm.com/news/regional/buc-ees-officially-breaks-ground-new-georgia-location/AYC7N23M3RBN7DGR4WSLYM2ZFM/,0.8556460312434605
loss,member,https://www.theglobeandmail.com/arts/film/article-celine-dion-doc-on-stiff-person-syndrome-heads-to-prime-video/,0.6429794195451235
loss,member,https://www.zacks.com/stock/news/2217979/omnicom-omc-reports-next-week-wall-street-expects-earnings-growth,0.12624027743425886
loss,member,https://www.ferrari.com/en-BF/auto/corso-pilota-on-ice,2.623355772570416
loss,member,https://www.chicagotribune.com/opinion/commentary/ct-opinion-jb-pritzker-illinois-migrant-crisis-20240130-bzmwsqxvrffw3ceugaclowcjxe-story.html,2.252292201632545
loss,member,https://www.hellomagazine.com/fashion/celebrity-style/512383/loose-women-ruth-langsford-total-vixen-skinny-jeans-unique-coat/,2.5966825741783808
loss,member,https://www.straitstimes.com/sport/football/i-have-everything-a-manager-could-dream-of-at-man-city-says-pep-guardiola,1.745954375845679
loss,member,https://www.zacks.com/stock/news/2217454/perion-network-peri-outperforms-broader-market-what-you-need-to-know,0.3687188943227132
loss,member,https://www.hellomagazine.com/brides/512059/best-flower-girl-dresses-for-little-girls/,2.4084604920477988
loss,member,https://www.straitstimes.com/world/british-columbia-to-pause-approvals-of-new-colleges-seeking-to-enroll-foreign-students,0.5525722720406272
loss,member,https://www.theglobeandmail.com/world/article-northern-ireland-political-party-agrees-to-end-two-year-boycott-that/,0.06329448697982804
loss,member,https://www.zacks.com/stock/news/2217920/why-hp-hpq-is-a-top-value-stock-for-the-long-term,0.13856751896086195
loss,member,https://www.theglobeandmail.com/world/article-pakistani-court-sentences-former-pm-imran-khan-to-10-years-in-prison/,0.3421853765996154
loss,member,https://www.straitstimes.com/business/property/uob-seeks-92-million-in-losses-from-developer-over-inflated-home-loans,2.121169728868383
loss,member,https://www.hellomagazine.com/homes/512368/jay-leno-13million-oceanfront-retreat-where-hell-take-care-of-wife-mavis-amid-demential-battle/,2.157433892702609
loss,member,https://www.straitstimes.com/world/israel-says-it-neutralized-hamas-militants-hiding-in-west-bank-hospital,0.7619308291129696
loss,member,https://www.zacks.com/stock/news/2216954/heres-why-momentum-in-fujifilm-holdings-corp-fujiy-should-keep-going,0.5867136307156979
loss,member,https://www.ferrari.com/en-BF/auto/ferrari-tour-croatia-2024,3.5978974302609763
loss,member,https://www.informationng.com/2024/01/how-my-uncle-sexually-harassed-me-as-teenager-actress-osoba-temitope-recounts.html,1.8167470960906058
loss,member,https://www.zacks.com/stock/news/2217721/4-stocks-to-watch-as-homebuilding-market-making-steady-rebound,1.2700043423316778
loss,member,https://www.zacks.com/stock/news/2217007/unveiling-peloton-pton-q2-outlook-wall-street-estimates-for-key-metrics,0.6401824356344337
loss,member,https://www.wskg.org/news/2024-01-30/langworthy-says-stefanik-a-contender-for-trumps-vp-pick-says-haley-should-drop-out-of-presidential-primary,1.8875090872369162
loss,member,https://www.zacks.com/stock/news/2217060/countdown-to-clorox-clx-q2-earnings-a-look-at-estimates-beyond-revenue-and-eps,0.48279702100108257
loss,member,https://www.tweaktown.com/news/95878/gigabyte-has-new-white-colored-geforce-rtx-40-series-eagle-ice-cards-coming/index.html,1.9515775708318914
loss,member,https://www.straitstimes.com/world/europe/europe-must-get-organised-in-case-us-cuts-aid-to-ukraine-says-france-s-macron,2.0170596073835325
loss,member,https://www.nylon.com/beauty/glow-recipe-watermelon-glow-hue-drops-sun-glow-review,2.275692908841178
loss,member,https://www.zacks.com/stock/news/2217538/celestica-cls-q4-earnings-and-revenues-top-estimates,0.18778771835390992
loss,member,https://www.zacks.com/stock/news/2217000/how-to-maximize-your-retirement-portfolio-with-these-top-ranked-dividend-stocks,0.9734241619781034
loss,member,https://www.hellomagazine.com/royalty/512376/genoveva-casanova-ex-husband-speaks-out-king-frederik-photos/,2.1424250177733613
loss,member,https://www.theglobeandmail.com/business/article-metro-first-quarter-sales-profit-inflation/,1.7767922539071939
loss,member,https://www.kiss104fm.com/news/trending/supergirl-revealed-milly-alcock-will-play-woman-steel-upcoming-dc-films/26AMFH4DD5HP5MUM2ONV3G2VGU/,0.08667278543431708
loss,member,https://www.zacks.com/stock/news/2217277/tyson-foods-tsn-boosts-capacity-with-new-ky-bacon-facility,1.2941899299621582
loss,member,https://www.wskg.org/npr-news/2024-01-30/rep-cori-bush-is-under-investigation-after-hiring-husband-as-security,0.09142908532935452
loss,member,https://www.zacks.com/stock/news/2216926/petrobras-pbr-increases-oil-and-gas-output-by-37-in-2023,1.4454067088824847
loss,member,https://www.hellomagazine.com/fashion/512396/julianne-hough-makes-splash-swimsuit-pool-photo-you-cannot-miss/,2.10918398852292
loss,member,https://www.albertleatribune.com/2024/01/francis-e-herman/,1.9920649342117558
loss,member,https://www.straitstimes.com/asia/russia-to-japan-drop-territorial-claim-if-you-want-a-peace-treaty,0.2037606129991104
loss,member,https://www.zacks.com/stock/news/2217808/ahead-of-century-communities-ccs-q4-earnings-get-ready-with-wall-street-estimates-for-key-metrics,0.6763015216624243
loss,member,https://www.zacks.com/stock/news/2218002/xylem-xyl-earnings-expected-to-grow-should-you-buy?,0.15721412433738327
loss,member,https://www.zacks.com/commentary/2217758/3-communication-stocks-set-to-sail-against-industry-turbulence,1.6125434510008303
loss,member,https://www.straitstimes.com/world/middle-east/hamas-studies-ceasefire-proposal-as-israeli-troops-raid-hospital-in-west-bank,0.5406695065599807
loss,member,https://www.theglobeandmail.com/business/commentary/article-electric-vehicles-trade-china/,2.6140097114602674
loss,member,https://www.wskg.org/news/2024-01-29/binghamton-universitys-battery-hub-wins-national-competition-up-to-160-million-in-fed-funding,0.2929121706769874
loss,member,https://www.producthunt.com/posts/noon-x-microsoft-teams,3.033999878427257
