method,membership,doc_id,score
loss,member,https://www.swtimes.com/story/news/2022/09/15/fort-smith-is-overdue-for-sewer-line-work/69496067007/,2.8231818860916396
loss,member,https://www.dvidshub.net/image/7389998/keesler-celebrates-81st-birthday,1.3718791508612358
loss,member,https://www.exploreclarion.com/2022/07/27/featured-local-job-full-time-elementary-teacher/,1.3424932031014534
loss,member,https://www.katc.com/news/national/senate-passes-burn-pit-legislation-week-after-republicans-voted-against-it,0.2717238235936845
loss,member,https://www.41nbc.com/icymi-stories-you-may-have-missed-today-on-41nbc-news-98/,1.9153504288535084
loss,member,https://www.wspa.com/news/national/nexstar-media-wire/gallery-buffalo-supermarket-mass-shooting-scene/,0.5075484073569277
loss,member,https://www.insidenova.com/news/fairfax/vienna-police-sergeant-takes-up-boxing-to-raise-funds-for-health-initiative/article_aec1c324-0d06-11ed-8602-5ba2f9d326d5.html,2.43682804080029
loss,member,https://www.pasadenastarnews.com/2022/08/17/cheneys-defeat-shows-its-trumps-gop-now/,0.04165205295007934
loss,member,https://www.wspa.com/reviews/br/electronics-br/wearable-technology-br/smart-rings-may-be-gaining-in-popularity-but-smartwatches-still-reign-supreme-heres-why/,0.04836457414827715
loss,member,https://www.local3news.com/regional-national/russia-warned-us-it-was-going-to-conduct-airstrikes-on-fighters-in-syria/article_4d9120f3-e87c-5c4f-83ec-9ef359cb7564.html,2.5280252239855834
loss,member,https://www.scotsman.com/whats-on/arts-and-entertainment/music-review-stormzy-hydro-glasgow-3641280,3.2953543496123254
loss,member,https://www.wwlp.com/reviews/br/pets-br/collars-leashes-and-harnesses-br/8-best-tie-out-dog-stakes/,0.1906564512636908
loss,member,https://www.dvidshub.net/video/841955/us-marine-engineers-construct-underground-defense-system,1.8616001719945343
loss,member,https://www.wspa.com/reviews/br/office-br/furniture-br/best-patio-furniture-set/,0.037897476319555236
loss,member,https://www.wspa.com/reviews/br/home-br/laundering-fabric-care-br/best-lint-roller/,0.03487444449067041
loss,member,https://www.dvidshub.net/image/7164733/reapers-relocate,1.6304968074492052
loss,member,https://www.katc.com/news/national/chinas-largest-freshwater-lake-is-drying-up-so-crews-dig-deep-to-water-crops,0.033483297246019963
loss,member,https://www.krem.com/article/news/nation-world/boris-johnson-resigns/507-4a26ac36-64dc-4f26-aac3-b352505b8d2a,0.031020248462506655
loss,member,https://www.insidehighered.com/audio/2022/05/23/educating-and-supporting-whole-student-wednesday-june-22-2022-2pm-et,0.028530486928685442
loss,member,https://www.onmanorama.com/news/kerala/2022/06/12/kerala-sfi-state-secretary-garlanded-in-front-of-jail.amp.html,2.4087938450401407
loss,member,https://www.pasadenastarnews.com/2022/04/27/covina-girls-basketball-coach-nick-masi-resigns-after-11-years-in-charge/,2.075179934492701
loss,member,https://www.lockportjournal.com/news/local_news/starpoint-addresses-bus-driver/article_6fb7b04a-3eec-5e62-bfce-c9591047beeb.html,2.6613444131271646
loss,member,https://www.wbko.com/prnewswire/2022/08/05/goodyear-reports-second-quarter-first-half-2022-results/,0.13652480381457774
loss,member,https://www.kitv.com/news/business/bitcoin-tumbles-more-than-50-below-its-all-time-high-as-crypto-plunges-again/article_cd66136c-a481-5dcb-b139-673833265b63.html,1.6906539866136294
